time,open,high,low,close
2013-01-27T22:00:00Z,1.57616,1.58784,1.56746,1.56944
2013-02-03T22:00:00Z,1.56944,1.58447,1.56307,1.58015
2013-02-10T22:00:00Z,1.58015,1.58101,1.54618,1.55056
2013-02-17T22:00:00Z,1.55056,1.55097,1.50717,1.5076
2013-02-24T22:00:00Z,1.5076,1.52221,1.49858,1.5045
2013-03-03T22:00:00Z,1.5045,1.51992,1.48855,1.49175
2013-03-10T21:00:00Z,1.49175,1.51765,1.48316,1.51214
2013-03-17T21:00:00Z,1.51214,1.52481,1.5027,1.5237
2013-03-24T21:00:00Z,1.5237,1.5261,1.50928,1.51938
2013-03-31T21:00:00Z,1.51938,1.53633,1.50339,1.53455
2013-04-07T21:00:00Z,1.53455,1.54116,1.52389,1.53476
2013-04-14T21:00:00Z,1.53476,1.53852,1.52169,1.52386
2013-04-21T21:00:00Z,1.52386,1.5498,1.51971,1.54816
2013-04-28T21:00:00Z,1.54816,1.56057,1.54687,1.55652
2013-05-05T21:00:00Z,1.55652,1.55983,1.53149,1.53653
2013-05-12T21:00:00Z,1.53653,1.53849,1.51582,1.51627
2013-05-19T21:00:00Z,1.51627,1.5281,1.50141,1.51207
2013-05-26T21:00:00Z,1.51207,1.52396,1.50087,1.52078
2013-06-02T21:00:00Z,1.52078,1.56845,1.51927,1.55591
2013-06-09T21:00:00Z,1.55591,1.57375,1.54952,1.57021
2013-06-16T21:00:00Z,1.57021,1.57516,1.53686,1.54284
2013-06-23T21:00:00Z,1.54284,1.54775,1.51656,1.52096
2013-06-30T21:00:00Z,1.52096,1.53046,1.48574,1.48995
2013-07-07T21:00:00Z,1.48995,1.5222,1.48138,1.51046
2013-07-14T21:00:00Z,1.51046,1.52817,1.5028,1.52755
2013-07-21T21:00:00Z,1.52755,1.54342,1.52584,1.53805
2013-07-28T21:00:00Z,1.53805,1.54141,1.51024,1.52905
2013-08-04T21:00:00Z,1.52905,1.55742,1.52056,1.55098
2013-08-11T21:00:00Z,1.55098,1.56572,1.54228,1.563
2013-08-18T21:00:00Z,1.563,1.57175,1.55392,1.55685
2013-08-25T21:00:00Z,1.55685,1.56121,1.54264,1.54958
2013-09-01T21:00:00Z,1.54958,1.56816,1.54958,1.56284
2013-09-08T21:00:00Z,1.56284,1.58849,1.56181,1.58746
2013-09-15T21:00:00Z,1.58746,1.61638,1.58746,1.60147
2013-09-22T21:00:00Z,1.60147,1.61468,1.59556,1.61436
2013-09-29T21:00:00Z,1.61436,1.62606,1.60134,1.60238
2013-10-06T21:00:00Z,1.60238,1.61245,1.5914,1.59723
2013-10-13T21:00:00Z,1.59723,1.62251,1.58944,1.61738
2013-10-20T21:00:00Z,1.61738,1.62569,1.61152,1.61656
2013-10-27T21:00:00Z,1.61656,1.62081,1.59092,1.59265
2013-11-03T22:00:00Z,1.59265,1.61181,1.59038,1.60037
2013-11-10T22:00:00Z,1.60037,1.61347,1.58545,1.61243
2013-11-17T22:00:00Z,1.61243,1.6234,1.60598,1.62256
2013-11-24T22:00:00Z,1.62256,1.63842,1.61333,1.63706
2013-12-01T22:00:00Z,1.63706,1.64425,1.62934,1.63477
2013-12-08T22:00:00Z,1.63477,1.64662,1.62623,1.62956
2013-12-15T22:00:00Z,1.62956,1.64847,1.62161,1.63405
2013-12-22T22:00:00Z,1.63405,1.65778,1.63226,1.64796
2013-12-29T22:00:00Z,1.64796,1.66033,1.63933,1.63981
2014-01-05T22:00:00Z,1.63981,1.65171,1.63373,1.64859
2014-01-12T22:00:00Z,1.64859,1.6508,1.63097,1.64193
2014-01-19T22:00:00Z,1.64193,1.66683,1.63958,1.65045
2014-01-26T22:00:00Z,1.65045,1.66252,1.64153,1.64218
2014-02-02T22:00:00Z,1.64218,1.64408,1.62521,1.6398
2014-02-09T22:00:00Z,1.6398,1.67757,1.63832,1.67707
2014-02-16T22:00:00Z,1.67707,1.68228,1.66122,1.66285
2014-02-23T22:00:00Z,1.66285,1.6769,1.65837,1.6714
2014-03-02T22:00:00Z,1.6714,1.6786,1.66394,1.67299
2014-03-09T21:00:00Z,1.67299,1.67415,1.65688,1.66388
2014-03-16T21:00:00Z,1.66388,1.6666,1.64607,1.64607
2014-03-23T21:00:00Z,1.64607,1.66588,1.64604,1.66572
2014-03-30T21:00:00Z,1.66572,1.66844,1.65542,1.65781
2014-04-06T21:00:00Z,1.65781,1.682,1.65662,1.6737
2014-04-13T21:00:00Z,1.6737,1.68422,1.66606,1.67943
2014-04-20T21:00:00Z,1.67943,1.68396,1.67625,1.68044
2014-04-27T21:00:00Z,1.68044,1.69199,1.67778,1.68714
2014-05-04T21:00:00Z,1.68714,1.69964,1.68324,1.68522
2014-05-11T21:00:00Z,1.68522,1.69033,1.67319,1.68192
2014-05-18T21:00:00Z,1.68192,1.69217,1.68025,1.68238
2014-05-25T21:00:00Z,1.68238,1.68821,1.66933,1.67616
2014-06-01T21:00:00Z,1.67616,1.68452,1.66991,1.68088
2014-06-08T21:00:00Z,1.68088,1.69921,1.67385,1.69672
2014-06-15T21:00:00Z,1.69672,1.70628,1.69197,1.70156
2014-06-22T21:00:00Z,1.70156,1.70514,1.69527,1.7037
2014-06-29T21:00:00Z,1.7037,1.71797,1.70086,1.71553
2014-07-06T21:00:00Z,1.71553,1.71681,1.70858,1.71192
2014-07-13T21:00:00Z,1.71192,1.71917,1.70367,1.70854
2014-07-20T21:00:00Z,1.70854,1.70996,1.69617,1.6974
2014-07-27T21:00:00Z,1.6974,1.70009,1.68118,1.68239
2014-08-03T21:00:00Z,1.68239,1.68883,1.67669,1.67768
2014-08-10T21:00:00Z,1.67768,1.68449,1.66577,1.6696
